,doc_id,original_tokens,tokens,prediction,truth
41113,3054,hibernian,27908,B-PER,B-ORG
41114,3054,3,314,B-PER,O
41115,3054,(,23,B-PER,O
41116,3054,wright,4274,B-PER,B-PER
41117,3054,21,952,B-PER,O
41118,3054,",",1,B-PER,O
41119,3054,jackson,1754,B-PER,B-PER
41120,3054,41,3446,B-PER,O
41121,3054,",",1,B-PER,O
41122,3054,mcginlay,160178,B-PER,B-PER
41123,3054,86,6227,B-PER,O
41124,3054,),24,B-PER,O
41125,3054,,,,
41126,3055,1-2,9564,O,O
41127,3055,,,,
41128,3056,"48,053",400000,B-PER,O
41129,3056,,,,
41130,3057,,,,
41131,3058,rugby,2707,O,B-ORG
41132,3058,union,354,O,I-ORG
41133,3058,-,11,O,O
41134,3058,retiring,6774,O,O
41135,3058,campese,57651,O,B-PER
41136,3058,weighs,12639,O,O
41137,3058,up,60,O,O
41138,3058,options,2780,O,O
41139,3058,,,,
41140,3059,london,516,B-PER,B-LOC
41141,3059,,,,
41142,3060,david,684,O,B-PER
41143,3060,campese,57651,O,I-PER
41144,3060,will,43,O,O
41145,3060,consider,1568,O,O
41146,3060,offers,1728,O,O
41147,3060,to,4,O,O
41148,3060,play,282,O,O
41149,3060,club,449,O,O
41150,3060,rugby,2707,O,O
41151,3060,in,6,O,O
41152,3060,england,563,O,B-LOC
41153,3060,but,34,O,O
41154,3060,looks,2146,O,O
41155,3060,more,56,O,O
41156,3060,likely,647,O,O
41157,3060,to,4,O,O
41158,3060,spend,2025,O,O
41159,3060,the,0,O,O
41160,3060,next,182,O,O
41161,3060,year,62,O,O
41162,3060,chasing,8524,O,O
41163,3060,business,258,O,O
41164,3060,opportunities,2826,O,O
41165,3060,in,6,O,O
41166,3060,australia,603,O,B-LOC
41167,3060,,,,
41168,3061,the,0,B-PER,O
41169,3061,34-year-old,141296,B-PER,O
41170,3061,winger,8613,O,O
41171,3061,played,334,O,O
41172,3061,his,26,O,O
41173,3061,final,294,O,O
41174,3061,game,186,O,O
41175,3061,in,6,O,O
41176,3061,a,7,O,O
41177,3061,wallaby,32182,B-PER,B-ORG
41178,3061,jersey,1700,O,O
41179,3061,on,13,O,O
41180,3061,saturday,277,O,O
41181,3061,but,34,O,O
41182,3061,is,14,O,O
41183,3061,currently,839,O,O
41184,3061,a,7,O,O
41185,3061,target,1488,O,O
41186,3061,for,10,O,O
41187,3061,clubs,2463,O,O
41188,3061,eager,5136,O,O
41189,3061,to,4,O,O
41190,3061,match,550,O,O
41191,3061,london,516,O,B-LOC
41192,3061,side,437,O,O
41193,3061,saracens,29956,B-PER,B-ORG
41194,3061,who,38,O,O
41195,3061,have,33,O,O
41196,3061,already,411,O,O
41197,3061,snapped,8180,B-PER,O
41198,3061,up,60,O,O
41199,3061,francois,8855,B-PER,B-PER
41200,3061,pienaar,36277,O,I-PER
41201,3061,",",1,B-PER,O
41202,3061,michael,785,O,B-PER
41203,3061,lynagh,84386,B-PER,I-PER
41204,3061,and,5,O,O
41205,3061,philippe,8676,B-PER,B-PER
41206,3061,sella,62339,B-PER,I-PER
41207,3061,,,,
41208,3062,"""",8,O,O
41209,3062,if,83,O,O
41210,3062,the,0,B-PER,O
41211,3062,opportunity,1539,O,O
41212,3062,is,14,O,O
41213,3062,there,63,O,O
41214,3062,i,41,O,O
41215,3062,'d,1151,O,O
41216,3062,obviously,3414,O,O
41217,3062,think,269,O,O
41218,3062,about,59,O,O
41219,3062,it,20,O,O
41220,3062,but,34,O,O
41221,3062,the,0,B-PER,O
41222,3062,thing,873,O,O
41223,3062,that,12,O,O
41224,3062,holds,2040,O,O
41225,3062,me,285,O,O
41226,3062,back,137,O,O
41227,3062,is,14,O,O
41228,3062,business,258,O,O
41229,3062,",",1,B-PER,O
41230,3062,"""",8,O,O
41231,3062,said,16,O,O
41232,3062,campese,57651,B-PER,B-PER
41233,3062,,,,
41234,3063,"""",8,O,O
41235,3063,i,41,O,O
41236,3063,'d,1151,O,O
41237,3063,like,117,O,O
41238,3063,to,4,O,O
41239,3063,come,326,O,O
41240,3063,over,74,O,O
41241,3063,but,34,O,O
41242,3063,there,63,O,O
41243,3063,are,32,O,O
41244,3063,a,7,O,O
41245,3063,lot,530,O,O
41246,3063,of,3,O,O
41247,3063,things,654,O,O
41248,3063,happening,4841,O,O
41249,3063,at,22,O,O
41250,3063,home,163,O,O
41251,3063,,,,
41252,3064,i,41,O,O
41253,3064,'ve,462,O,O
41254,3064,also,52,O,O
41255,3064,got,405,O,O
41256,3064,a,7,O,O
41257,3064,contract,953,O,O
41258,3064,to,4,O,O
41259,3064,play,282,O,O
41260,3064,for,10,O,O
41261,3064,new,50,O,B-ORG
41262,3064,south,139,O,I-ORG
41263,3064,wales,2510,O,I-ORG
41264,3064,in,6,O,O
41265,3064,the,0,O,O
41266,3064,super,1819,O,O
41267,3064,12,421,O,O
41268,3064,next,182,O,O
41269,3064,year,62,O,O
41270,3064,.,2,O,O
41271,3064,,,,
41272,3065,former,157,O,O
41273,3065,wallaby,32182,B-PER,B-ORG
41274,3065,captain,1451,O,O
41275,3065,nick,4477,B-PER,B-PER
41276,3065,farr-jones,400000,B-PER,I-PER
41277,3065,believes,2281,O,O
41278,3065,campese,57651,B-PER,B-PER
41279,3065,may,107,O,O
41280,3065,yet,553,O,O
41281,3065,be,30,O,O
41282,3065,tempted,16740,O,O
41283,3065,to,4,O,O
41284,3065,england,563,O,B-LOC
41285,3065,,,,
41286,3066,"""",8,O,O
41287,3066,i,41,O,O
41288,3066,'m,472,O,O
41289,3066,sure,1085,B-PER,O
41290,3066,there,63,O,O
41291,3066,are,32,O,O
41292,3066,a,7,O,O
41293,3066,few,306,O,O
41294,3066,people,69,O,O
41295,3066,in,6,O,O
41296,3066,england,563,O,B-LOC
41297,3066,who,38,O,O
41298,3066,'d,1151,O,O
41299,3066,be,30,O,O
41300,3066,delighted,8530,O,O
41301,3066,to,4,O,O
41302,3066,have,33,O,O
41303,3066,david,684,O,B-PER
41304,3066,campese,57651,B-PER,I-PER
41305,3066,in,6,O,O
41306,3066,their,44,O,O
41307,3066,club,449,O,O
41308,3066,'s,9,O,O
41309,3066,jersey,1700,O,O
41310,3066,",",1,B-PER,O
41311,3066,"""",8,O,O
41312,3066,he,18,O,O
41313,3066,said,16,O,O
41314,3066,,,,
41315,3067,,,,
41316,3068,soccer,1733,O,O
41317,3068,-,11,O,O
41318,3068,english,711,O,B-MISC
41319,3068,premier,1331,O,O
41320,3068,league,292,O,O
41321,3068,summaries,17990,B-PER,O
41322,3068,,,,
41323,3069,london,516,B-PER,B-LOC
41324,3069,,,,
41325,3070,summaries,17990,B-PER,O
41326,3070,of,3,O,O
41327,3070,english,711,O,B-MISC
41328,3070,,,,
41329,3071,lealgue,400000,B-PER,O
41330,3071,matches,1520,B-PER,O
41331,3071,on,13,B-PER,O
41332,3071,saturday,277,B-PER,O
41333,3071,,,,
41334,3072,arsenal,3646,B-PER,B-ORG
41335,3072,2,232,B-PER,O
41336,3072,(,23,B-PER,O
41337,3072,adams,4126,B-PER,B-PER
41338,3072,45,1820,B-PER,O
41339,3072,",",1,B-PER,O
41340,3072,vieira,14262,B-PER,B-PER
41341,3072,90,1886,B-PER,O
41342,3072,),24,B-PER,O
41343,3072,derby,5009,B-PER,B-ORG
41344,3072,2,232,B-PER,O
41345,3072,(,23,B-PER,O
41346,3072,sturridge,91144,B-PER,B-PER
41347,3072,62,4500,B-PER,O
41348,3072,",",1,B-PER,O
41349,3072,,,,
41350,3073,71,5085,O,O
41351,3073,),24,O,O
41352,3073,,,,
41353,3074,halftime,7029,O,O
41354,3074,1-0,3835,O,O
41355,3074,,,,
41356,3075,attendance,5414,B-PER,O
41357,3075,:,45,B-PER,O
41358,3075,,,,
41359,3076,chelsea,3856,B-PER,B-ORG
41360,3076,2,232,B-PER,O
41361,3076,(,23,B-PER,O
41362,3076,zola,27392,B-PER,B-PER
41363,3076,12,421,B-PER,O
41364,3076,",",1,B-PER,O
41365,3076,vialli,47557,B-PER,B-PER
41366,3076,55,3068,B-PER,O
41367,3076,),24,B-PER,O
41368,3076,everton,8768,B-PER,B-ORG
41369,3076,2,232,B-PER,O
41370,3076,(,23,B-PER,O
41371,3076,branch,2450,B-PER,B-PER
41372,3076,17,759,B-PER,O
41373,3076,,,,
41374,3077,kanchelskis,87428,B-PER,B-PER
41375,3077,28,1086,B-PER,O
41376,3077,),24,O,O
41377,3077,,,,
41378,3078,1-2,9564,O,O
41379,3078,,,,
41380,3079,,,,
41381,3080,coventry,13163,B-PER,B-ORG
41382,3080,1,176,B-PER,O
41383,3080,(,23,B-PER,O
41384,3080,whelan,28844,B-PER,B-PER
41385,3080,60,1116,B-PER,O
41386,3080,),24,B-PER,O
41387,3080,tottenham,8770,B-PER,B-ORG
41388,3080,2,232,B-PER,O
41389,3080,(,23,B-PER,O
41390,3080,sheringham,39362,B-PER,B-PER
41391,3080,27,1094,B-PER,O
41392,3080,",",1,B-PER,O
41393,3080,sinton,95872,B-PER,B-PER
41394,3080,75,2657,B-PER,O
41395,3080,),24,B-PER,O
41396,3080,,,,
41397,3081,0-1,13883,O,O
41398,3081,,,,
41399,3082,,,,
41400,3083,leicester,9296,B-PER,B-ORG
41401,3083,1,176,B-PER,O
41402,3083,(,23,O,O
41403,3083,marshall,4695,B-PER,B-PER
41404,3083,78,5685,B-PER,O
41405,3083,),24,B-PER,O
41406,3083,blackburn,9003,B-PER,B-ORG
41407,3083,1,176,B-PER,O
41408,3083,(,23,O,O
41409,3083,sutton,11507,B-PER,B-PER
41410,3083,34,2762,B-PER,O
41411,3083,),24,B-PER,O
41412,3083,,,,
41413,3084,0-1,13883,O,O
41414,3084,,,,
41415,3085,,,,
41416,3086,liverpool,3672,B-PER,B-ORG
41417,3086,0,1343,B-PER,O
41418,3086,sheffield,7301,B-PER,B-ORG
41419,3086,wednesday,177,B-PER,I-ORG
41420,3086,1,176,B-PER,O
41421,3086,(,23,O,O
41422,3086,whittingham,62240,B-PER,B-PER
41423,3086,22,947,B-PER,O
41424,3086,),24,B-PER,O
41425,3086,,,,
41426,3087,0-1,13883,O,O
41427,3087,,,,
41428,3088,,,,
41429,3089,middlesbrough,11700,O,B-ORG
41430,3089,0,1343,O,O
41431,3089,leeds,6522,O,B-ORG
41432,3089,0,1343,O,O
41433,3089,,,,
41434,3090,,,,
41435,3091,southampton,10046,B-PER,B-ORG
41436,3091,0,1343,B-PER,O
41437,3091,aston,10188,B-PER,B-ORG
41438,3091,villa,4964,B-PER,I-ORG
41439,3091,1,176,B-PER,O
41440,3091,(,23,O,O
41441,3091,townsend,15863,B-PER,B-PER
41442,3091,34,2762,B-PER,O
41443,3091,),24,B-PER,O
41444,3091,,,,
41445,3092,0-1,13883,O,O
41446,3092,,,,
41447,3093,,,,
41448,3094,sunderland,10692,B-PER,B-ORG
41449,3094,1,176,B-PER,O
41450,3094,(,23,B-PER,O
41451,3094,melville,19607,B-PER,B-PER
41452,3094,83,6334,B-PER,O
41453,3094,),24,B-PER,O
41454,3094,wimbledon,4833,B-PER,B-LOC
41455,3094,3,314,B-PER,O
41456,3094,(,23,B-PER,O
41457,3094,ekoku,176973,B-PER,B-PER
41458,3094,8,652,B-PER,O
41459,3094,",",1,B-PER,O
41460,3094,29,1263,B-PER,O
41461,3094,",",1,B-PER,O
41462,3094,,,,
41463,3095,89,6911,B-PER,O
41464,3095,),24,O,O
41465,3095,,,,
41466,3096,0-2,15609,O,O
41467,3096,,,,
41468,3097,"19,672",400000,B-PER,O
41469,3097,,,,
41470,3098,,,,
41471,3099,soccer,1733,O,O
41472,3099,-,11,O,O
41473,3099,scottish,3351,O,B-MISC
41474,3099,league,292,O,O
41475,3099,standings,4023,O,O
41476,3099,,,,
41477,3100,glasgow,7114,B-PER,B-LOC
41478,3100,,,,
41479,3101,scottish,3351,O,B-MISC
41480,3101,league,292,O,O
41481,3101,standings,4023,O,O
41482,3101,,,,
41483,3102,saturday,277,B-PER,O
41484,3102,'s,9,B-PER,O
41485,3102,matches,1520,B-PER,O
41486,3102,(,23,O,O
41487,3102,tabulated,30641,B-PER,O
41488,3102,-,11,B-PER,O
41489,3102,played,334,B-PER,O
41490,3102,",",1,B-PER,O
41491,3102,won,227,B-PER,O
41492,3102,",",1,B-PER,O
41493,3102,drawn,2571,B-PER,O
41494,3102,",",1,B-PER,O
41495,3102,lost,402,B-PER,O
41496,3102,",",1,B-PER,O
41497,3102,,,,
41498,3103,for,10,O,O
41499,3103,",",1,B-PER,O
41500,3103,goals,1204,O,O
41501,3103,against,98,O,O
41502,3103,",",1,B-PER,O
41503,3103,points,226,B-PER,O
41504,3103,),24,O,O
41505,3103,,,,
41506,3104,premier,1331,O,O
41507,3104,,,,
41508,3105,rangers,3088,O,B-ORG
41509,3105,14,657,O,O
41510,3105,11,418,O,O
41511,3105,2,232,O,O
41512,3105,1,176,O,O
41513,3105,35,1678,O,O
41514,3105,12,421,O,O
41515,3105,,,,
41516,3106,celtic,6311,O,B-ORG
41517,3106,14,657,O,O
41518,3106,8,652,O,O
41519,3106,3,314,O,O
41520,3106,3,314,O,O
41521,3106,32,2246,O,O
41522,3106,15,404,O,O
41523,3106,,,,
41524,3107,aberdeen,11971,B-PER,B-ORG
41525,3107,15,404,B-PER,O
41526,3107,7,632,O,O
41527,3107,4,409,O,O
41528,3107,4,409,O,O
41529,3107,28,1086,O,O
41530,3107,19,904,O,O
41531,3107,,,,
41532,3108,hearts,5965,O,B-ORG
41533,3108,15,404,O,O
41534,3108,5,422,O,O
41535,3108,6,524,O,O
41536,3108,4,409,O,O
41537,3108,18,519,O,O
41538,3108,19,904,O,O
41539,3108,,,,
41540,3109,hibernian,27908,B-PER,B-ORG
41541,3109,15,404,O,O
41542,3109,5,422,O,O
41543,3109,3,314,O,O
41544,3109,7,632,O,O
41545,3109,16,696,O,O
41546,3109,25,579,O,O
41547,3109,,,,
41548,3110,dundee,14136,B-PER,B-ORG
41549,3110,united,104,O,I-ORG
41550,3110,15,404,O,O
41551,3110,4,409,O,O
41552,3110,5,422,O,O
41553,3110,6,524,O,O
41554,3110,17,759,O,O
41555,3110,17,759,O,O
41556,3110,,,,
41557,3111,motherwell,24559,B-PER,B-ORG
41558,3111,15,404,B-PER,O
41559,3111,4,409,B-PER,O
41560,3111,5,422,B-PER,O
41561,3111,6,524,O,O
41562,3111,17,759,O,O
41563,3111,23,1021,O,O
41564,3111,,,,
41565,3112,dunfermline,30456,B-PER,B-ORG
41566,3112,14,657,O,O
41567,3112,4,409,O,O
41568,3112,5,422,O,O
41569,3112,5,422,O,O
41570,3112,19,904,O,O
41571,3112,27,1094,O,O
41572,3112,,,,
41573,3113,raith,55359,B-PER,B-ORG
41574,3113,15,404,O,O
41575,3113,3,314,O,O
41576,3113,3,314,O,O
41577,3113,9,790,O,O
41578,3113,14,657,O,O
41579,3113,27,1094,O,O
41580,3113,,,,
41581,3114,kilmarnock,27223,B-PER,B-ORG
41582,3114,14,657,O,O
41583,3114,3,314,O,O
41584,3114,2,232,O,O
41585,3114,9,790,O,O
41586,3114,17,759,O,O
41587,3114,29,1263,O,O
41588,3114,,,,
41589,3115,division,722,O,O
41590,3115,,,,
41591,3116,st,2696,B-PER,B-ORG
41592,3116,johnstone,23906,B-PER,I-ORG
41593,3116,17,759,O,O
41594,3116,12,421,B-PER,O
41595,3116,2,232,O,O
41596,3116,3,314,O,O
41597,3116,36,2623,B-PER,O
41598,3116,8,652,O,O
41599,3116,,,,
41600,3117,falkirk,29565,B-PER,B-ORG
41601,3117,17,759,O,O
41602,3117,9,790,O,O
41603,3117,2,232,O,O
41604,3117,6,524,O,O
41605,3117,18,519,O,O
41606,3117,15,404,B-PER,O
41607,3117,,,,
41608,3118,airdrieonians,120613,B-PER,B-ORG
41609,3118,16,696,O,O
41610,3118,6,524,B-PER,O
41611,3118,8,652,O,O
41612,3118,2,232,B-PER,O
41613,3118,26,1076,O,O
41614,3118,16,696,O,O
41615,3118,,,,
41616,3119,dundee,14136,B-PER,B-ORG
41617,3119,16,696,O,O
41618,3119,7,632,O,O
41619,3119,5,422,O,O
41620,3119,4,409,O,O
41621,3119,12,421,O,O
41622,3119,8,652,O,O
41623,3119,,,,
41624,3120,partick,46128,B-PER,B-ORG
41625,3120,16,696,O,O
41626,3120,6,524,O,O
41627,3120,6,524,O,O
41628,3120,4,409,O,O
41629,3120,23,1021,O,O
41630,3120,16,696,O,O
41631,3120,,,,
41632,3121,st,2696,B-PER,B-ORG
41633,3121,mirren,25461,B-PER,I-ORG
41634,3121,16,696,O,O
41635,3121,7,632,O,O
41636,3121,2,232,O,O
41637,3121,7,632,O,O
41638,3121,22,947,O,O
41639,3121,21,952,B-PER,O
41640,3121,,,,
41641,3122,greenock,47509,B-PER,B-ORG
41642,3122,morton,11222,B-PER,I-ORG
41643,3122,16,696,B-PER,O
41644,3122,6,524,O,O
41645,3122,4,409,B-PER,O
41646,3122,6,524,O,O
41647,3122,17,759,O,O
41648,3122,16,696,B-PER,O
41649,3122,,,,
41650,3123,clydebank,77355,B-PER,B-ORG
41651,3123,16,696,O,O
41652,3123,4,409,O,O
41653,3123,2,232,O,O
41654,3123,10,206,O,O
41655,3123,11,418,O,O
41656,3123,25,579,O,O
41657,3123,,,,
41658,3124,stirling,17605,B-PER,B-ORG
41659,3124,16,696,O,O
41660,3124,3,314,O,O
41661,3124,3,314,O,O
41662,3124,10,206,O,O
41663,3124,18,519,O,O
41664,3124,33,2576,O,O
41665,3124,,,,
41666,3125,east,322,O,B-ORG
41667,3125,fife,21594,B-PER,I-ORG
41668,3125,14,657,O,O
41669,3125,1,176,B-PER,O
41670,3125,4,409,O,O
41671,3125,9,790,O,O
41672,3125,10,206,O,O
41673,3125,35,1678,B-PER,O
41674,3125,,,,
41675,3126,division,722,O,O
41676,3126,,,,
41677,3127,ayr,29127,O,B-ORG
41678,3127,16,696,O,O
41679,3127,11,418,O,O
41680,3127,2,232,O,O
41681,3127,3,314,O,O
41682,3127,30,407,O,O
41683,3127,18,519,O,O
41684,3127,,,,
41685,3128,livingston,13819,B-PER,B-ORG
41686,3128,16,696,O,O
41687,3128,10,206,O,O
41688,3128,4,409,O,O
41689,3128,2,232,O,O
41690,3128,27,1094,O,O
41691,3128,13,676,O,O
41692,3128,,,,
41693,3129,hamilton,3959,O,B-ORG
41694,3129,15,404,O,O
41695,3129,9,790,O,O
41696,3129,4,409,O,O
41697,3129,2,232,O,O
41698,3129,31,1245,O,O
41699,3129,11,418,O,O
41700,3129,,,,
41701,3130,clyde,13272,O,B-ORG
41702,3130,15,404,B-PER,O
41703,3130,6,524,O,O
41704,3130,4,409,O,O
41705,3130,5,422,O,O
41706,3130,21,952,B-PER,O
41707,3130,20,324,O,O
41708,3130,,,,
41709,3131,queen,2060,O,B-ORG
41710,3131,of,3,O,I-ORG
41711,3131,south,139,O,I-ORG
41712,3131,16,696,O,O
41713,3131,6,524,O,O
41714,3131,4,409,O,O
41715,3131,6,524,O,O
41716,3131,24,795,O,O
41717,3131,27,1094,O,O
41718,3131,,,,
41719,3132,stenhousemuir,94635,B-PER,B-ORG
41720,3132,15,404,O,O
41721,3132,4,409,O,O
41722,3132,5,422,O,O
41723,3132,6,524,O,O
41724,3132,18,519,O,O
41725,3132,12,421,O,O
41726,3132,,,,
41727,3133,stranraer,72963,B-PER,B-ORG
41728,3133,15,404,B-PER,O
41729,3133,5,422,O,O
41730,3133,2,232,O,O
41731,3133,8,652,O,O
41732,3133,13,676,O,O
41733,3133,21,952,B-PER,O
41734,3133,,,,
41735,3134,dumbarton,47842,B-PER,B-ORG
41736,3134,16,696,B-PER,O
41737,3134,4,409,B-PER,O
41738,3134,4,409,B-PER,O
41739,3134,8,652,O,O
41740,3134,18,519,O,O
41741,3134,29,1263,O,O
41742,3134,,,,
41743,3135,brechin,65617,B-PER,B-ORG
41744,3135,16,696,O,O
41745,3135,3,314,O,O
41746,3135,6,524,O,O
41747,3135,7,632,O,O
41748,3135,14,657,O,O
41749,3135,20,324,O,O
41750,3135,,,,
41751,3136,berwick,32710,B-PER,B-ORG
41752,3136,16,696,O,O
41753,3136,1,176,O,O
41754,3136,3,314,O,O
41755,3136,12,421,O,O
41756,3136,16,696,O,O
41757,3136,41,3446,O,O
41758,3136,,,,
41759,3137,division,722,O,O
41760,3137,,,,
41761,3138,montrose,31964,B-PER,B-ORG
41762,3138,17,759,O,O
41763,3138,9,790,O,O
41764,3138,3,314,O,O
41765,3138,5,422,O,O
41766,3138,30,407,O,O
41767,3138,25,579,O,O
41768,3138,,,,
41769,3139,inverness,25151,O,B-ORG
41770,3139,thistle,27273,B-PER,I-ORG
41771,3139,16,696,O,O
41772,3139,8,652,O,O
41773,3139,5,422,O,O
41774,3139,3,314,O,O
41775,3139,28,1086,O,O
41776,3139,20,324,O,O
41777,3139,,,,
41778,3140,ross,4139,B-PER,B-ORG
41779,3140,county,386,O,I-ORG
41780,3140,17,759,O,O
41781,3140,8,652,O,O
41782,3140,3,314,O,O
41783,3140,6,524,O,O
41784,3140,27,1094,O,O
41785,3140,23,1021,O,O
41786,3140,,,,
41787,3141,alloa,70547,B-PER,B-ORG
41788,3141,16,696,O,O
41789,3141,7,632,O,O
41790,3141,4,409,O,O
41791,3141,5,422,O,O
41792,3141,24,795,O,O
41793,3141,21,952,B-PER,O
41794,3141,,,,
41795,3142,cowdenbeath,79570,B-PER,B-ORG
41796,3142,15,404,O,O
41797,3142,7,632,O,O
41798,3142,3,314,O,O
41799,3142,5,422,O,O
41800,3142,22,947,O,O
41801,3142,16,696,O,O
41802,3142,,,,
41803,3143,albion,14338,B-PER,B-ORG
41804,3143,16,696,O,O
41805,3143,6,524,O,O
41806,3143,6,524,O,O
41807,3143,4,409,O,O
41808,3143,21,952,B-PER,O
41809,3143,17,759,O,O
41810,3143,,,,
41811,3144,forfar,66254,B-PER,B-ORG
41812,3144,15,404,B-PER,O
41813,3144,6,524,O,O
41814,3144,4,409,O,O
41815,3144,5,422,O,O
41816,3144,26,1076,O,O
41817,3144,24,795,O,O
41818,3144,,,,
41819,3145,queen,2060,O,B-ORG
41820,3145,'s,9,O,I-ORG
41821,3145,park,625,O,I-ORG
41822,3145,16,696,O,O
41823,3145,3,314,O,O
41824,3145,5,422,O,O
41825,3145,8,652,O,O
41826,3145,20,324,O,O
41827,3145,30,407,O,O
41828,3145,,,,
41829,3146,arbroath,61834,B-PER,B-ORG
41830,3146,16,696,O,O
41831,3146,2,232,O,O
41832,3146,6,524,O,O
41833,3146,8,652,O,O
41834,3146,12,421,B-PER,O
41835,3146,23,1021,B-PER,O
41836,3146,,,,
41837,3147,east,322,O,B-ORG
41838,3147,stirling,17605,B-PER,I-ORG
41839,3147,16,696,O,O
41840,3147,2,232,O,O
41841,3147,5,422,O,O
41842,3147,9,790,O,O
41843,3147,14,657,O,O
41844,3147,25,579,O,O
41845,3147,,,,
41846,3148,,,,
41847,3149,soccer,1733,O,O
41848,3149,-,11,O,O
41849,3149,english,711,O,B-MISC
41850,3149,league,292,O,O
41851,3149,standings,4023,O,O
41852,3149,,,,
41853,3150,london,516,B-PER,B-LOC
41854,3150,,,,
41855,3151,standings,4023,O,O
41856,3151,in,6,O,O
41857,3151,english,711,O,B-MISC
41858,3151,league,292,O,O
41859,3151,,,,
41860,3152,after,49,B-PER,O
41861,3152,saturday,277,B-PER,O
41862,3152,'s,9,B-PER,O
41863,3152,matches,1520,B-PER,O
41864,3152,(,23,O,O
41865,3152,tabulated,30641,B-PER,O
41866,3152,-,11,B-PER,O
41867,3152,played,334,B-PER,O
41868,3152,",",1,B-PER,O
41869,3152,won,227,B-PER,O
41870,3152,",",1,B-PER,O
41871,3152,drawn,2571,B-PER,O
41872,3152,",",1,B-PER,O
41873,3152,lost,402,B-PER,O
41874,3152,,,,
41875,3153,goals,1204,O,O
41876,3153,for,10,O,O
41877,3153,",",1,B-PER,O
41878,3153,goals,1204,O,O
41879,3153,against,98,O,O
41880,3153,",",1,B-PER,O
41881,3153,points,226,B-PER,O
41882,3153,),24,O,O
41883,3153,,,,
41884,3154,premier,1331,O,B-MISC
41885,3154,,,,
41886,3155,arsenal,3646,O,B-ORG
41887,3155,17,759,O,O
41888,3155,10,206,O,O
41889,3155,5,422,O,O
41890,3155,2,232,O,O
41891,3155,34,2762,O,O
41892,3155,16,696,O,O
41893,3155,,,,
41894,3156,wimbledon,4833,O,B-ORG
41895,3156,16,696,O,O
41896,3156,9,790,O,O
41897,3156,4,409,O,O
41898,3156,3,314,O,O
41899,3156,29,1263,O,O
41900,3156,17,759,O,O
41901,3156,,,,
41902,3157,liverpool,3672,O,B-ORG
41903,3157,16,696,O,O
41904,3157,9,790,O,O
41905,3157,4,409,O,O
41906,3157,3,314,O,O
41907,3157,26,1076,O,O
41908,3157,14,657,O,O
41909,3157,,,,
41910,3158,aston,10188,O,B-ORG
41911,3158,villa,4964,B-PER,I-ORG
41912,3158,17,759,O,O
41913,3158,9,790,O,O
41914,3158,3,314,O,O
41915,3158,5,422,O,O
41916,3158,22,947,O,O
41917,3158,15,404,O,O
41918,3158,,,,
41919,3159,newcastle,5671,B-PER,B-ORG
41920,3159,15,404,O,O
41921,3159,9,790,O,O
41922,3159,2,232,O,O
41923,3159,4,409,O,O
41924,3159,26,1076,O,O
41925,3159,17,759,O,O
41926,3159,,,,
41927,3160,manchester,2879,B-PER,B-ORG
41928,3160,united,104,O,I-ORG
41929,3160,15,404,O,O
41930,3160,7,632,O,O
41931,3160,5,422,O,O
41932,3160,3,314,O,O
41933,3160,29,1263,O,O
41934,3160,22,947,O,O
41935,3160,,,,
41936,3161,chelsea,3856,O,B-ORG
41937,3161,16,696,O,O
41938,3161,6,524,O,O
41939,3161,7,632,O,O
41940,3161,3,314,O,O
41941,3161,25,579,O,O
41942,3161,23,1021,O,O
41943,3161,,,,
41944,3162,everton,8768,B-PER,B-ORG
41945,3162,16,696,O,O
41946,3162,6,524,O,O
41947,3162,6,524,O,O
41948,3162,4,409,O,O
41949,3162,25,579,O,O
41950,3162,20,324,O,O
41951,3162,,,,
41952,3163,sheffield,7301,O,B-ORG
41953,3163,wednesday,177,O,I-ORG
41954,3163,16,696,O,O
41955,3163,6,524,O,O
41956,3163,6,524,O,O
41957,3163,4,409,O,O
41958,3163,17,759,O,O
41959,3163,18,519,O,O
41960,3163,,,,
41961,3164,tottenham,8770,B-PER,B-ORG
41962,3164,16,696,O,O
41963,3164,7,632,O,O
41964,3164,2,232,O,O
41965,3164,7,632,O,O
41966,3164,17,759,O,O
41967,3164,17,759,O,O
41968,3164,,,,
41969,3165,derby,5009,B-PER,B-ORG
41970,3165,16,696,O,O
41971,3165,5,422,O,O
41972,3165,7,632,O,O
41973,3165,4,409,O,O
41974,3165,19,904,O,O
41975,3165,19,904,O,O
41976,3165,,,,
41977,3166,leicester,9296,B-PER,B-ORG
41978,3166,17,759,B-PER,O
41979,3166,6,524,O,O
41980,3166,3,314,B-PER,O
41981,3166,8,652,B-PER,O
41982,3166,17,759,B-PER,O
41983,3166,22,947,B-PER,O
41984,3166,,,,
41985,3167,leeds,6522,O,B-ORG
41986,3167,16,696,O,O
41987,3167,6,524,O,O
41988,3167,2,232,O,O
41989,3167,8,652,O,O
41990,3167,15,404,O,O
41991,3167,20,324,O,O
41992,3167,,,,
41993,3168,sunderland,10692,O,B-ORG
41994,3168,16,696,O,O
41995,3168,4,409,O,O
41996,3168,5,422,O,O
41997,3168,7,632,O,O
41998,3168,14,657,O,O
41999,3168,21,952,B-PER,O
42000,3168,,,,
42001,3169,west,259,O,B-ORG
42002,3169,ham,7174,B-PER,I-ORG
42003,3169,16,696,O,O
42004,3169,4,409,O,O
42005,3169,5,422,O,O
42006,3169,7,632,O,O
